source;target;support;confidence
0060915544;044023722X;0.028985507246376812;0.0003514320857494289
0060915544;0316776963;0.057971014492753624;0.0007028641714988579
0060915544;0385720106;0.07246376811594203;0.0008785802143735723
0060915544;0316601950;0.11594202898550725;0.0014057283429977157
0060915544;068484267X;0.057971014492753624;0.0007028641714988579
0060915544;0446672211;0.10144927536231885;0.0012300123001230013
0060915544;080410753X;0.043478260869565216;0.0005271481286241434
0060915544;0971880107;0.014492753623188406;0.00017571604287471446
0060915544;0345443284;0.028985507246376812;0.0003514320857494289
0060915544;067976402X;0.14492753623188406;0.0017571604287471446
0060915544;0452282829;0.043478260869565216;0.0005271481286241434
0060915544;0385265700;0.08695652173913043;0.0010542962572482868
0060915544;0446310786;0.11594202898550725;0.0014057283429977157
0060915544;014028009X;0.043478260869565216;0.0005271481286241434
0060915544;068484477X;0.11594202898550725;0.0014057283429977157
0060915544;0316666343;0.17391304347826086;0.0021085925144965737
0060915544;0679781587;0.11594202898550725;0.0014057283429977157
0060915544;0316096199;0.057971014492753624;0.0007028641714988579
0060915544;0671510053;0.08695652173913043;0.0010542962572482868
0060915544;0375707972;0.10144927536231885;0.0012300123001230013
0060915544;0385484518;0.043478260869565216;0.0005271481286241434
0060915544;0060987103;0.043478260869565216;0.0005271481286241434
0060915544;043935806X;0.043478260869565216;0.0005271481286241434
0060915544;0439139600;0.043478260869565216;0.0005271481286241434
0060915544;059035342X;0.07246376811594203;0.0008785802143735723
0060915544;0743418174;0.08695652173913043;0.0010542962572482868
0060915544;0671021001;0.08695652173913043;0.0010542962572482868
0060915544;0440226430;0.028985507246376812;0.0003514320857494289
0060915544;0060987529;0.043478260869565216;0.0005271481286241434
0060915544;0684872153;0.043478260869565216;0.0005271481286241434
0060915544;0786868716;0.10144927536231885;0.0012300123001230013
0060915544;0440213525;0.043478260869565216;0.0005271481286241434
0060915544;0440211727;0.043478260869565216;0.0005271481286241434
0060915544;0312278586;0.08695652173913043;0.0010542962572482868
0060915544;0316569321;0.043478260869565216;0.0005271481286241434
0060915544;0590353403;0.028985507246376812;0.0003514320857494289
0060915544;0060928336;0.10144927536231885;0.0012300123001230013
0060915544;0060930535;0.08695652173913043;0.0010542962572482868
0060915544;044021145X;0.11594202898550725;0.0014057283429977157
0060915544;0449212602;0.07246376811594203;0.0008785802143735723
0060915544;0375726403;0.057971014492753624;0.0007028641714988579
0060915544;0375700757;0.07246376811594203;0.0008785802143735723
0060915544;0743237188;0.043478260869565216;0.0005271481286241434
0060915544;0060976845;0.08695652173913043;0.0010542962572482868
0060915544;038079487X;0.028985507246376812;0.0003514320857494289
0060915544;0452282152;0.10144927536231885;0.0012300123001230013
0060915544;0671041789;0.028985507246376812;0.0003514320857494289
0060915544;0385505833;0.014492753623188406;0.00017571604287471446
0060915544;014025448X;0.028985507246376812;0.0003514320857494289
0060915544;0060938455;0.057971014492753624;0.0007028641714988579
0060915544;0312195516;0.11594202898550725;0.0014057283429977157
0060915544;0679746048;0.057971014492753624;0.0007028641714988579
0060915544;0446606812;0.057971014492753624;0.0007028641714988579
0060915544;0070212570;0.07246376811594203;0.0008785802143735723
0060915544;0804106304;0.057971014492753624;0.0007028641714988579
0060915544;0312305060;0.043478260869565216;0.0005271481286241434
0060915544;0060392452;0.057971014492753624;0.0007028641714988579
0060915544;0345337662;0.028985507246376812;0.0003514320857494289
0060915544;0446532231;0.057971014492753624;0.0007028641714988579
0060915544;0142001740;0.13043478260869565;0.0015814443858724301
0060915544;0156027321;0.043478260869565216;0.0005271481286241434
0060915544;0312291639;0.014492753623188406;0.00017571604287471446
0060915544;0439064872;0.028985507246376812;0.0003514320857494289
0060915544;0553250426;0.07246376811594203;0.0008785802143735723
0060915544;0385722206;0.07246376811594203;0.0008785802143735723
0060915544;0140293248;0.057971014492753624;0.0007028641714988579
0060915544;0064407667;0.014492753623188406;0.00017571604287471446
0060915544;0385335881;0.057971014492753624;0.0007028641714988579
0060915544;0316284955;0.043478260869565216;0.0005271481286241434
0060915544;0345370775;0.057971014492753624;0.0007028641714988579
0060915544;0312971346;0.014492753623188406;0.00017571604287471446
0060915544;0385335482;0.043478260869565216;0.0005271481286241434
0060915544;0345417623;0.014492753623188406;0.00017571604287471446
0060915544;0060987561;0.057971014492753624;0.0007028641714988579
0060915544;0812550706;0.028985507246376812;0.0003514320857494289
0060915544;0061009059;0.07246376811594203;0.0008785802143735723
0060915544;1400031354;0.10144927536231885;0.0012300123001230013
0060915544;0345339681;0.028985507246376812;0.0003514320857494289
0060915544;0446605239;0.014492753623188406;0.00017571604287471446
0060915544;0451524934;0.028985507246376812;0.0003514320857494289
0060915544;0671003755;0.13043478260869565;0.0015814443858724301
0060915544;0345342968;0.057971014492753624;0.0007028641714988579
0060915544;0684874350;0.028985507246376812;0.0003514320857494289
0060915544;0679429220;0.028985507246376812;0.0003514320857494289
0060915544;0060934417;0.10144927536231885;0.0012300123001230013
0060915544;0842329129;0.028985507246376812;0.0003514320857494289
0060915544;0312983271;0.043478260869565216;0.0005271481286241434
0060915544;0439139597;0.014492753623188406;0.00017571604287471446
0060915544;0439136369;0.014492753623188406;0.00017571604287471446
0060915544;0375706771;0.043478260869565216;0.0005271481286241434
0060915544;044651652X;0.028985507246376812;0.0003514320857494289
0060915544;0375727345;0.014492753623188406;0.00017571604287471446
0060915544;0345380371;0.028985507246376812;0.0003514320857494289
0060915544;0671027360;0.028985507246376812;0.0003514320857494289
0060915544;0446607657;0.028985507246376812;0.0003514320857494289
0060915544;0440236673;0.057971014492753624;0.0007028641714988579
0060915544;0446610038;0.028985507246376812;0.0003514320857494289
0060915544;0375725784;0.028985507246376812;0.0003514320857494289
0060915544;0446611212;0.043478260869565216;0.0005271481286241434
0060915544;0553572997;0.043478260869565216;0.0005271481286241434
0060915544;0553279912;0.014492753623188406;0.00017571604287471446
0060915544;0345361792;0.057971014492753624;0.0007028641714988579
0060915544;0380718340;0.014492753623188406;0.00017571604287471446
0060915544;0609804138;0.057971014492753624;0.0007028641714988579
0060915544;0385492081;0.043478260869565216;0.0005271481286241434
0060915544;0399501487;0.028985507246376812;0.0003514320857494289
0060915544;0316769487;0.043478260869565216;0.0005271481286241434
0060915544;0684801523;0.014492753623188406;0.00017571604287471446
0060915544;0804114986;0.014492753623188406;0.00017571604287471446
0060915544;0440234743;0.028985507246376812;0.0003514320857494289
0060915544;0440214041;0.057971014492753624;0.0007028641714988579
0060915544;0385504209;0.08695652173913043;0.0010542962572482868
0060915544;0440241073;0.014492753623188406;0.00017571604287471446
0060915544;0440221471;0.014492753623188406;0.00017571604287471446
0060915544;044022165X;0.028985507246376812;0.0003514320857494289
0060915544;0446608955;0.014492753623188406;0.00017571604287471446
0060915544;0805063897;0.028985507246376812;0.0003514320857494289
0060915544;1400034779;0.043478260869565216;0.0005271481286241434
0060915544;0671001795;0.014492753623188406;0.00017571604287471446
0060915544;0142000205;0.014492753623188406;0.00017571604287471446
0060915544;0440224764;0.014492753623188406;0.00017571604287471446
0060915544;0553280341;0.014492753623188406;0.00017571604287471446
0060915544;0440212561;0.028985507246376812;0.0003514320857494289
0060915544;0345339703;0.043478260869565216;0.0005271481286241434
0060915544;0446612790;0.014492753623188406;0.00017571604287471446
0060915544;0380789019;0.014492753623188406;0.00017571604287471446
